EmployeeID,Name,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,BusinessTravel,DistanceFromHome,Attrition
1363,Employee_363,43,Female,Finance,Technician,Master,Engineering,Divorced,48243,136,1465,2551,Yes,2,3,4,7,9,1,4,3,Travel_Frequently,32,No
1364,Employee_364,50,Male,Finance,Manager,Bachelor,Business,Married,36800,183,993,13625,No,4,18,6,1,2,1,1,2,Travel_Rarely,18,Yes
1365,Employee_365,24,Male,Finance,Scientist,PhD,Medical,Married,90939,67,204,2629,No,22,9,0,6,0,1,1,2,Travel_Frequently,18,No
1366,Employee_366,33,Male,Finance,Developer,Master,Engineering,Divorced,72828,162,560,18910,No,26,2,9,5,0,3,3,1,Non-Travel,37,No
1367,Employee_367,47,Female,IT,Manager,High School,Science,Divorced,22239,78,658,2361,No,13,18,9,8,0,2,3,3,Travel_Frequently,26,No
1368,Employee_368,37,Male,IT,Technician,High School,Arts,Single,21710,126,447,5370,Yes,32,1,6,6,7,4,2,2,Travel_Frequently,9,No
1369,Employee_369,58,Female,HR,Manager,High School,Business,Single,36384,108,1145,6283,Yes,17,19,9,0,2,1,3,4,Travel_Rarely,35,No
1370,Employee_370,43,Male,Sales,Analyst,PhD,Engineering,Divorced,36038,175,621,8610,No,19,9,5,7,0,1,2,3,Non-Travel,8,No
1371,Employee_371,50,Male,Finance,Developer,Bachelor,Medical,Married,55846,194,214,11558,No,28,1,5,9,6,1,4,2,Travel_Frequently,20,Yes
1372,Employee_372,35,Male,HR,Technician,High School,Engineering,Single,102983,158,935,15924,No,1,1,11,2,9,2,3,3,Travel_Rarely,22,No
1373,Employee_373,49,Male,Sales,Technician,PhD,Medical,Single,82821,71,1345,15839,No,18,16,7,1,2,2,1,1,Travel_Rarely,19,Yes
1374,Employee_374,26,Female,Operations,Executive,Master,Science,Married,52991,117,476,12949,No,33,15,7,2,7,3,1,3,Travel_Frequently,30,Yes
1375,Employee_375,51,Female,R&D,Scientist,Bachelor,Arts,Single,94057,118,652,11626,Yes,12,15,5,5,3,2,3,2,Travel_Rarely,28,No
1376,Employee_376,26,Male,IT,Executive,Master,Science,Married,21971,98,797,2993,Yes,8,13,2,2,3,4,2,1,Travel_Frequently,35,No
1377,Employee_377,33,Male,Operations,Technician,PhD,Business,Married,44139,190,645,1869,Yes,24,6,4,9,4,3,1,3,Travel_Frequently,11,No
1378,Employee_378,37,Female,Sales,Developer,High School,Engineering,Married,100445,158,409,2014,No,16,10,1,4,5,3,2,4,Travel_Frequently,31,Yes
1379,Employee_379,47,Female,Operations,Manager,High School,Medical,Divorced,92067,135,913,11103,No,4,0,4,5,6,4,3,2,Non-Travel,39,No
1380,Employee_380,47,Female,R&D,Manager,PhD,Medical,Divorced,95257,102,501,17986,No,27,10,8,7,3,4,3,1,Travel_Frequently,36,No
1381,Employee_381,42,Female,Sales,Developer,High School,Engineering,Divorced,99742,172,1446,13013,No,9,3,9,6,7,4,1,3,Travel_Rarely,30,No
1382,Employee_382,57,Male,Operations,Technician,Bachelor,Engineering,Married,52711,136,202,1690,Yes,16,6,0,7,5,3,3,4,Non-Travel,23,No
1383,Employee_383,54,Female,IT,Manager,PhD,Business,Married,21530,180,1189,17873,Yes,12,14,9,2,0,3,4,2,Travel_Rarely,19,No
1384,Employee_384,51,Male,IT,Manager,Master,Science,Divorced,26116,91,1316,11748,No,31,17,4,3,0,3,4,4,Non-Travel,12,No
1385,Employee_385,58,Female,HR,Manager,PhD,Medical,Single,80794,147,719,9024,Yes,24,11,11,5,8,4,1,3,Non-Travel,15,No
1386,Employee_386,44,Female,Operations,Scientist,Bachelor,Business,Married,15282,158,692,17678,Yes,14,16,5,6,9,4,4,3,Non-Travel,31,No
1387,Employee_387,31,Female,Finance,Scientist,Bachelor,Science,Single,94473,100,1458,6488,No,25,0,10,8,5,1,2,1,Non-Travel,37,No
1388,Employee_388,26,Female,Operations,Analyst,PhD,Business,Single,16898,134,819,12035,No,34,10,6,0,9,2,1,4,Travel_Rarely,37,Yes
1389,Employee_389,57,Female,Sales,Executive,PhD,Medical,Married,19135,176,1384,19257,No,3,0,8,7,7,1,1,1,Travel_Frequently,15,No
1390,Employee_390,55,Male,Sales,Developer,High School,Engineering,Married,21629,70,530,13855,No,24,14,5,7,6,4,2,2,Travel_Rarely,29,No
1391,Employee_391,52,Male,Operations,Developer,Bachelor,Engineering,Single,100120,93,532,3817,No,9,9,4,5,5,3,4,1,Travel_Frequently,26,Yes
1392,Employee_392,31,Female,R&D,Developer,PhD,Science,Single,104087,188,249,5458,No,26,6,11,3,3,4,4,2,Travel_Rarely,2,Yes
1393,Employee_393,40,Female,IT,Analyst,PhD,Arts,Divorced,80031,152,1062,6307,Yes,20,1,6,2,6,2,4,3,Non-Travel,20,No
1394,Employee_394,53,Male,Sales,Scientist,Bachelor,Science,Divorced,48380,117,471,9933,Yes,10,9,0,2,8,1,1,3,Non-Travel,15,Yes
1395,Employee_395,22,Female,IT,Technician,PhD,Arts,Married,32071,178,779,19425,No,19,3,10,5,9,1,1,4,Travel_Frequently,4,No
1396,Employee_396,26,Female,Sales,Technician,High School,Business,Divorced,35074,141,1475,18063,Yes,3,11,4,7,9,3,4,2,Travel_Frequently,22,No
1397,Employee_397,25,Male,HR,Analyst,Bachelor,Business,Divorced,105724,73,759,11659,No,24,18,1,6,6,1,3,3,Travel_Rarely,38,No
1398,Employee_398,37,Female,Finance,Technician,High School,Medical,Divorced,82843,174,895,6738,No,5,10,3,0,0,1,4,4,Travel_Frequently,23,Yes
1399,Employee_399,45,Female,Sales,Developer,High School,Arts,Divorced,54901,190,1313,6668,No,3,7,6,5,9,4,2,4,Travel_Rarely,26,No
1400,Employee_400,37,Male,IT,Executive,High School,Medical,Single,26205,160,645,15427,No,27,17,4,6,8,1,1,1,Travel_Frequently,11,No
